4.982683946902947802e+00,4.200311451594360257e+00,3.342509730862636808e+00,2.999835784947948891e+00,1.000000000000000000e+00
5.552529182879377245e+00,4.124277456647399198e+00,3.888283378746594021e+00,2.822947576656775315e+00,1.000000000000000000e+00
4.716394716394716191e+00,3.744602097470697277e+00,3.520881670533642538e+00,2.751586582048957563e+00,1.000000000000000000e+00
5.854350860865518591e+00,4.330808950086058928e+00,3.987638668779714735e+00,2.937427037123511386e+00,1.000000000000000000e+00
5.996249950657245087e+00,4.485148222510924931e+00,2.999131276037039218e+00,2.999368150853983561e+00,1.000000000000000000e+00
5.829535159244546350e+00,4.467361843598541604e+00,3.954614220877458397e+00,2.947739366388272053e+00,1.000000000000000000e+00
5.703544020005173465e+00,4.156666823773389474e+00,3.962616822429906538e+00,2.881840362495643237e+00,1.000000000000000000e+00
5.795457740115263157e+00,3.867495711835334582e+00,3.993800509243883745e+00,2.990384615384615419e+00,1.000000000000000000e+00
5.949865410497981344e+00,4.213916911589483227e+00,3.481362383514897019e+00,2.986152547143259284e+00,1.000000000000000000e+00
5.591170825335892935e+00,4.174847724829810147e+00,3.863395225464191007e+00,2.887016848364717614e+00,1.000000000000000000e+00
5.255184851217312492e+00,4.095572733661279052e+00,3.764857881136951079e+00,2.900223936302563033e+00,1.000000000000000000e+00
5.591170825335892935e+00,4.174847724829810147e+00,3.863395225464191007e+00,2.887016848364717614e+00,1.000000000000000000e+00
6.018501628664495229e+00,4.456106502025853899e+00,3.862207357859531953e+00,3.139109751953788496e+00,1.000000000000000000e+00
3.659428571428571253e+00,2.669445602334306056e+00,3.667812142038946011e+00,2.672787979966610994e+00,1.000000000000000000e+00
6.929719512898944167e+00,4.991568734946489450e+00,4.628472305876117687e+00,3.330241975325762827e+00,1.000000000000000000e+00
2.343903236351748909e+00,1.842240493319629913e+00,2.346972176759410722e+00,1.843661609668295176e+00,1.000000000000000000e+00
6.957337527017500634e+00,5.159061794493241315e+00,4.475600518289644114e+00,3.491964865484888048e+00,1.000000000000000000e+00
4.324682814302191147e+00,3.441486920605782540e+00,3.425765189584284887e+00,2.743871203805342329e+00,1.000000000000000000e+00
6.141753378782442319e+00,4.615506300670513262e+00,3.972829114315776344e+00,3.083156213600394047e+00,1.000000000000000000e+00
2.195428571428571285e+00,1.601500625260525279e+00,2.200458190148911974e+00,1.603505843071786341e+00,1.000000000000000000e+00
6.929719512898944167e+00,4.991568734946489450e+00,4.628472305876117687e+00,3.330241975325762827e+00,1.000000000000000000e+00
2.195428571428571285e+00,1.601500625260525279e+00,2.200458190148911974e+00,1.603505843071786341e+00,1.000000000000000000e+00
6.602420929324482657e+00,4.744864743517791084e+00,4.590790616854908635e+00,3.292852969814995312e+00,1.000000000000000000e+00
6.259937472085752574e+00,4.552127314063007191e+00,4.446700507614212761e+00,3.216523235800344160e+00,1.000000000000000000e+00
6.978061571505279836e+00,4.987308957158496092e+00,4.659680688821000949e+00,3.328941301437236877e+00,1.000000000000000000e+00
5.893622651495104670e+00,4.371773481205221579e+00,3.888268156424580901e+00,3.054725003428885088e+00,1.000000000000000000e+00
6.957337527017500634e+00,5.159061794493241315e+00,4.475600518289644114e+00,3.491964865484888048e+00,1.000000000000000000e+00
6.151272186867053016e+00,4.639036140222436266e+00,3.977125499798531028e+00,3.093096133449040774e+00,1.000000000000000000e+00
6.509513782178968810e+00,4.917421025227024067e+00,3.948570025776359405e+00,3.302146988346020162e+00,1.000000000000000000e+00
4.324682814302191147e+00,3.441486920605782540e+00,3.425765189584284887e+00,2.743871203805342329e+00,1.000000000000000000e+00
2.195428571428571285e+00,1.601500625260525279e+00,2.200458190148911974e+00,1.603505843071786341e+00,1.000000000000000000e+00
7.994699515563076453e+00,5.988088245846698854e+00,4.998402726014268715e+00,3.998958322240497854e+00,1.000000000000000000e+00
8.981846401058003693e+00,5.994584596598751425e+00,5.994730929116796503e+00,3.999723311134207648e+00,1.000000000000000000e+00
6.988474473053795322e+00,5.231394761334721366e+00,4.491133993794425017e+00,3.494578855765713143e+00,1.000000000000000000e+00
8.996355911248373971e+00,5.997448561104413933e+00,5.999467382740981236e+00,3.999916142401677366e+00,1.000000000000000000e+00
5.990252223711466151e+00,3.998048225104704478e+00,3.998535990239934890e+00,2.997317400317034419e+00,1.000000000000000000e+00
6.025995292191177910e+00,4.460606060606060908e+00,3.931623931623931423e+00,3.070024505970071260e+00,1.000000000000000000e+00
8.982457835545416103e+00,5.984415584415584632e+00,5.985825992120185290e+00,3.997319221284173718e+00,1.000000000000000000e+00
8.974574994865710309e+00,5.991417172054165796e+00,5.992196746328436241e+00,3.998525002218901836e+00,1.000000000000000000e+00
